Age,"Core ComicID","Core SeriesID",Country,Crossover,"Full Title",Genre,Imprint,Issue,"Issue Nr",Language,Publisher,"Release Date","Release Year",Series,"Series Group","Story Arc",Subtitle,Title,Variant,"Cover Price","CovrPrice Value","Custom Label","Date Sold",Grade,"Grader Notes","Grading Company",Key,"Key Category","Key Reason","Label Type","My Value","Page Quality","Price Sold","Purchase Date","Purchase Price","Purchase Store","Purchase Year","Raw / Slabbed","Signed by","Slab Certification Number","Sold Year",Value,Barcode,"Cover Date","Cover Year",Format,"No. of Pages","Variant Description"
Modern,9410,831,USA,,"The Darque at the Top of the Stairs","Action | Adventure | Super-Heroes",,22,22,English,"Valiant Entertainment","May 1994",1994,"Archer & Armstrong, Vol. 1",,,,"The Darque at the Top of the Stairs",,2.50,,,,,,,No,,,,,,,"Jul 06, 2024","$ 0.50","Vintage stock",2024,Raw,,,,,,"May 1994",1994,Comic,32,
Modern,900628,8878,USA,,"Big Trouble in Little Italy!","Action | Adventure | Super-Heroes",,47B,47,English,"Marvel Comics","Dec 1995",1995,"X-Men, Vol. 1",X-Men,,,"Big Trouble in Little Italy!",B,1.95,,,,,,,No,,,,,,,"Jul 06, 2024","$ 1.00","Vintage stock",2024,Raw,,,,,00928101772112,"Dec 1995",1995,Comic,32,"Newsstand Edition"
Modern,94668,8106,USA,"Eve of Destruction","Eve of Destruction - Part 1: From the Ashes of the Past... Still Another Genesis!","Action | Adventure | Super-Heroes",,392A,392,English,"Marvel Comics","Mar 28, 2001",2001,"Uncanny X-Men, Vol. 1",X-Men,,,"Part 1: From the Ashes of the Past... Still Another Genesis!",A,2.25,,,,,,,Minor,"1st appearance","1st app. Wraith, 1st app. Sunpyre",,,,,"Jul 06, 2024","$ 1.00","Vintage stock",2024,Raw,,,,,75960602461239211,"May 2001",2001,Comic,32,"Direct Edition"
Modern,47117,3945,USA,Onslaught,"Onslaught - Don't Wait Up...","Adventure | Super-Heroes",,19A,19,English,"Marvel Comics","Jul 10, 1996",1996,"Generation X, Vol. 1","Generation X",,,"Don't Wait Up...",A,1.95,,,,,,,No,,,,,,,"Jul 06, 2024","$ 0.50","Vintage stock",2024,Raw,,,,,75960602678401911,"Sep 1996",1996,Comic,32,"Direct Edition"
Modern,782233,3945,USA,,"Death Wail, Part 1","Adventure | Super-Heroes",,10B,10,English,"Marvel Comics","Dec 1995",1995,"Generation X, Vol. 1","Generation X","Death Wail",,"Part 1",B,1.95,,,,,,,No,,,,,,,"Jul 06, 2024","$ 0.50","Vintage stock",2024,Raw,,,,,00928102678512,"Dec 1995",1995,Comic,32,"Newsstand Edition"
Modern,782234,3945,USA,,"Death Wail, Part 2","Adventure | Super-Heroes",,11B,11,English,"Marvel Comics","Jan 1996",1996,"Generation X, Vol. 1","Generation X","Death Wail",,"Part 2",B,1.95,,,,,,,No,,,,,,,"Jul 06, 2024","$ 0.50","Vintage stock",2024,Raw,,,,,00928102678501,"Jan 1996",1996,Comic,32,"Newsstand Edition"
Modern,47108,3945,USA,,"Death Wail, Part 1","Adventure | Super-Heroes",,10A,10,English,"Marvel Comics","Oct 19, 1995",1995,"Generation X, Vol. 1","Generation X","Death Wail",,"Part 1",A,1.95,,,,,,,No,,,,,,,"Jul 06, 2024","$ 0.50","Vintage stock",2024,Raw,,,,,75960602678401011,"Dec 1995",1995,Comic,32,"Direct Edition"
Modern,47140,3945,USA,,"Thieves In The Night","Adventure | Super-Heroes",,33A,33,English,"Marvel Comics","Oct 08, 1997",1997,"Generation X, Vol. 1","Generation X",,,"Thieves In The Night",A,1.99,,,,,,,No,,,,,,,"Jul 06, 2024","$ 0.50","Vintage stock",2024,Raw,,,,,00928102678512,"Dec 1997",1997,Comic,32,"Direct Edition"
Modern,47104,3945,USA,,"Notes From The Underground","Adventure | Super-Heroes",,6A,6,English,"Marvel Comics","Jun 20, 1995",1995,"Generation X, Vol. 1","Generation X",,,"Notes From The Underground",A,1.95,,,,,,,No,,,,,,,"Jul 06, 2024","$ 0.50","Vintage stock",2024,Raw,,,,,00928102678508,"Aug 1995",1995,Comic,32,"Direct Edition"
Modern,98981,8485,USA,,"Marrow - Septic Beauty",Adventure,,1,1,English,"Marvel Comics","Aug 07, 2002",2002,"Weapon X: The Draft","Weapon X",,,"Marrow - Septic Beauty",,2.25,,,,,,,No,,,,,,,"Jul 06, 2024","$ 0.50","Vintage stock",2024,Raw,,,,,75960605373500111,"Oct 2002",2002,Comic,0,
Modern,1049652,153846,USA,,,Super-Heroes,,1B,1,English,"DC Comics","Jun 11, 2024",2024,"Batman: Gotham by Gaslight - The Kryptonian Age",,,,,B,5.99,,,,,,,No,,,,,,,"Jul 05, 2024","$ 5.99",Sanctuary,2024,Raw,,,,,76194138130500121,"Aug 2024",2024,Comic,32,"Francesco Mattina Variant"
Modern,1049657,7558,USA,,"Gotham By Gaslight","Adventure | Crime | Super-Heroes",Elseworlds,1C,1,English,"DC Comics","Jun 11, 2024",2024,"A Tale of the Batman: Gotham by Gaslight",,,"An Alternative History Of The Batman","Gotham By Gaslight",C,4.99,,,,,,,Minor,"First/Last/Nth issue | Story event","Premiere Issue, First storyline within the Elseworlds imprint (unofficial)",,,,,"Jul 05, 2024","$ 4.99",Sanctuary,2024,Raw,,,,,76194138445000111,"Aug 2024",2024,Squarebound,48,"Facsimile A"
Modern,57112,5003,USA,,"Heaven's Ladder","Adventure | Super-Heroes",,1,1,English,"DC Comics","Oct 2000",2000,"JLA: Heaven's Ladder",JLA,,,"Heaven's Ladder",,9.95,,,,,,,No,,,,,,,"Jul 04, 2024","$ 4.00","Allstar comics",2024,Raw,,,,,76194122251600111,"Oct 2000",2000,Treasury,72,
Modern,666372,29641,USA,,"The Death Of Captain Marvel","Action | Adventure | Science Fiction | Super-Heroes",,1TP,1,English,"Marvel Comics",1994,1994,"The Death of Captain Marvel",,,,"The Death Of Captain Marvel",TP,,,,,,,,No,,,,,,,"Jul 04, 2024","$ 8.00","Allstar comics",2024,Raw,,,,,75960610040800111,"Feb 1982",1982,"Trade Paperback",0,
Modern,70416,5939,USA,,1991,"Hobby | Literature | Super-Heroes",,3A,3,English,"Marvel Comics","Dec 17, 1991",1991,"Marvel: The Year in Review",,,,1991,A,3.95,,,,,,,No,,,,,,,"Jul 04, 2024","$ 2.00","Allstar comics",2024,Raw,,,,,,"Feb 1992",1992,Magazine,48,"Direct Edition"
Modern,794151,3478,USA,,"Facades (Or, Whatever Gets You Through The Mourning!)","Action | Adventure | Super-Heroes",,68A,68,English,"Marvel Comics","Jun 15, 1993",1993,"Excalibur, Vol. 1",Excalibur,,,"Facades (Or, Whatever Gets You Through The Mourning!)",A,1.75,,,,,,,No,,,,,,,"Jul 04, 2024","$ 1.60","Allstar comics",2024,Raw,,,,,75960604057506811,"Aug 1993",1993,Comic,32,"Direct Edition"
Modern,104243,8914,USA,,"Books Of Askani",Adventure,,1,1,English,"Marvel Comics","Dec 07, 1995",1995,"X-Men: Books of Askani",X-Men,,,"Books Of Askani",,2.95,,,,,,,No,,,,,,,"Jul 04, 2024","$ 1.00","Allstar comics",2024,Raw,,,,,75960604319400111,"Dec 1995",1995,Comic,36,
Modern,673467,8870,USA,,"A Lie Of The Mind","Action | Adventure | Super-Heroes",,42B,42,English,"Marvel Comics","Nov 22, 1994",1994,"X-Force, Vol. 1",X-Force,,,"A Lie Of The Mind",B,1.95,,,,,,,No,,,,,,,"Jul 04, 2024","$ 1.00","Allstar comics",2024,Raw,,,,,00928101766001,"Jan 1995",1995,Comic,32,"Newsstand Edition"
Modern,103700,8870,USA,,"Holding On","Action | Adventure | Super-Heroes",,40B,40,English,"Marvel Comics","Nov 1994",1994,"X-Force, Vol. 1",X-Force,,,"Holding On",B,1.95,,,,,,,No,,,,,,,"Jul 04, 2024","$ 1.00","Allstar comics",2024,Raw,,,,,00928101766011,"Nov 1994",1994,Comic,32,"Newsstand Edition"
Modern,673464,8870,USA,,"Beg Tomorrow","Action | Adventure | Super-Heroes",,35A,35,English,"Marvel Comics","Apr 26, 1994",1994,"X-Force, Vol. 1",X-Force,,,"Beg Tomorrow",A,1.50,,,,,,,No,,,,,,,"Jul 04, 2024","$ 1.00","Allstar comics",2024,Raw,,,,,75960601766903511,"Jun 1994",1994,Comic,32,"Direct Edition"
Modern,94849,8106,USA,,"Poptopia, Part 3: A Complete Unknown","Action | Adventure | Super-Heroes",,397A,397,English,"Marvel Comics","Aug 29, 2001",2001,"Uncanny X-Men, Vol. 1",X-Men,Poptopia,,"Part 3: A Complete Unknown",A,2.25,,,,,,,No,,,,,,,"Jul 04, 2024","$ 1.00","Allstar comics",2024,Raw,,,,,75960602461239711,"Oct 2001",2001,Comic,32,"Direct Edition"
Modern,94848,8106,USA,,"Poptopia, Part 2: The Glamorous Life","Action | Adventure | Super-Heroes",,396A,396,English,"Marvel Comics","Jul 11, 2001",2001,"Uncanny X-Men, Vol. 1",X-Men,Poptopia,,"Part 2: The Glamorous Life",A,2.25,,,,,,,No,,,,,,,"Jul 04, 2024","$ 1.00","Allstar comics",2024,Raw,,,,,75960602461239611,"Sep 2001",2001,Comic,32,"Direct Edition"
Modern,237307,31164,USA,,"Ultimate X: Origins, Chapter Two: Who is Karen Grant?","Action | Adventure | Super-Heroes",,2A,2,English,"Marvel Comics","Apr 07, 2010",2010,"Ultimate X",,"Ultimate X: Origins",,"Chapter Two: Who is Karen Grant?",A,3.99,,,,,,,No,,,,,,,"Jul 04, 2024","$ 1.00","Allstar comics",2024,Raw,,,,,75960606636000211,"Jun 2010",2010,Comic,32,
Modern,103837,8878,USA,,"Here Comes Tomorrow, Part 4: Rescue And Emergency","Action | Adventure | Super-Heroes",,154A,154,English,"Marvel Comics","Mar 17, 2004",2004,"X-Men, Vol. 1",X-Men,"Here Comes Tomorrow",,"Part 4: Rescue And Emergency",A,2.25,,,,,,,No,,,,,,,"Jul 04, 2024","$ 1.00","Allstar comics",2024,Raw,,,,,75960601772015411,"May 2004",2004,Comic,32,"Marc Silvestri Regular"
Modern,75941,8878,USA,,"Planet X, Part 3: Survivor Type","Action | Adventure | Super-Heroes",,148A,148,English,"Marvel Comics","Oct 15, 2003",2003,"X-Men, Vol. 1",X-Men,"Planet X",,"Part 3: Survivor Type",A,2.25,,,,,,,No,,,,,,,"Jul 04, 2024","$ 1.00","Allstar comics",2024,Raw,,,,,75960601772014811,"Dec 2003",2003,Comic,32,"Phil Jiménez Regular"
Modern,103831,8878,USA,,"Planet X, Part 2: Magneto Superior","Action | Adventure | Super-Heroes",,147A,147,English,"Marvel Comics","Oct 08, 2003",2003,"X-Men, Vol. 1",X-Men,"Planet X",,"Part 2: Magneto Superior",A,2.25,,,,,,,No,,,,,,,"Jul 04, 2024","$ 1.00","Allstar comics",2024,Raw,,,,,75960601772014711,"Nov 2003",2003,Comic,32,"Phil Jiménez Regular"
Modern,103994,8878,USA,,"Riot At Xavier's, Part Two: When X Is Not X","Action | Adventure | Super-Heroes",,136A,136,English,"Marvel Comics","Jan 15, 2003",2003,"X-Men, Vol. 1",X-Men,"Riot At Xavier's",,"Part Two: When X Is Not X",A,2.25,,,,,,,No,,,,,,,"Jul 04, 2024","$ 1.00","Allstar comics",2024,Raw,,,,,75960601772013611,"Mar 2003",2003,Comic,32,"Frank Quitely Regular"
Modern,75988,8878,USA,,"Ambient Magnetic Fields","Action | Adventure | Super-Heroes",,132A,132,English,"Marvel Comics","Sep 11, 2002",2002,"X-Men, Vol. 1",X-Men,,,"Ambient Magnetic Fields",A,2.25,,,,,,,No,,,,,,,"Jul 04, 2024","$ 1.00","Allstar comics",2024,Raw,,,,,75960601772013211,"Dec 2002",2002,Comic,32,"Frank Quitely Regular"
Modern,75974,8878,USA,,"Germ Free Generation, Part 1","Action | Adventure | Super-Heroes",,118A,118,English,"Marvel Comics","Oct 31, 2001",2001,"X-Men, Vol. 1",X-Men,"Germ Free Generation",,"Part 1",A,2.25,,,,,,,Minor,"1st appearance","1st app. Angel Salvador, 1st app. Stepford Cuckoos",,,,,"Jul 04, 2024","$ 1.00","Allstar comics",2024,Raw,,,,,75960601772011811,"Nov 2001",2001,Comic,32,"Frank Quitely Regular"
Modern,61085,5283,"United Kingdom",,"Chapter Fifteen: Hidden Agendas","Adventure | Super-Heroes","Marvel UK",15,15,English,"Marvel Comics","Sep 1991",1991,"Knights of Pendragon, Vol. 1",,,,"Chapter Fifteen: Hidden Agendas",,1.95,,,,,,,No,,,,,,,"Jul 04, 2024","$ 1.00","Allstar comics",2024,Raw,,,,,977095912100209,"Sep 1991",1991,Comic,32,
Modern,794826,3478,USA,,Fireflies,"Action | Adventure | Super-Heroes",,98A,98,English,"Marvel Comics","Apr 17, 1996",1996,"Excalibur, Vol. 1",Excalibur,,,Fireflies,A,1.95,,,,,,,No,,,,,,,"Jul 04, 2024","$ 1.00","Allstar comics",2024,Raw,,,,,75960604057509811,"Jun 1996",1996,Comic,32,"Direct Edition"
Modern,134185,3486,USA,,"Sins of the Father","Action | Adventure | Super-Heroes","Marvel Comics",2B,2,English,"Marvel Comics","Sep 2001",2001,"Exiles, Vol. 1",Exiles,,,"Sins of the Father",B,2.25,,,,,,,No,,,,,,,"Jun 15, 2024","$ 1.00","Allstar comics",2024,Raw,,,,,75960605108300221,"Sep 2001",2001,Comic,32,"Variant Cover"
Modern,94852,8106,USA,,"The Nature of Evil","Action | Adventure | Super-Heroes",,326A,326,English,"Marvel Comics","Sep 07, 1995",1995,"Uncanny X-Men, Vol. 1",X-Men,,,"The Nature of Evil",A,1.95,,,,,,,No,,,,,,,"Jun 15, 2024","$ 1.00","Allstar comics",2024,Raw,,,,,75960602461232611,"Nov 1995",1995,Comic,32,"Direct Deluxe Edition"
Modern,94851,8106,USA,,"Warriors of the Ebon Night","Action | Adventure | Super-Heroes",,329A,329,English,"Marvel Comics","Dec 07, 1995",1995,"Uncanny X-Men, Vol. 1",X-Men,,,"Warriors of the Ebon Night",A,1.95,,,,,,,No,,,,,,,"Jun 15, 2024","$ 1.00","Allstar comics",2024,Raw,,,,,75960602461232911,"Feb 1996",1996,Comic,32,"Direct Deluxe Edition"
Modern,94826,8106,USA,Onslaught,"Onslaught - Dark Horizon","Action | Adventure | Super-Heroes",,334A,334,English,"Marvel Comics","May 08, 1996",1996,"Uncanny X-Men, Vol. 1",X-Men,,,"Dark Horizon",A,1.95,,,,,,,No,,,,,,,"Jun 15, 2024","$ 1.00","Allstar comics",2024,Raw,,,,,75960602461233411,"Jul 1996",1996,Comic,40,"Direct Edition"
Modern,94827,8106,USA,Onslaught,"Onslaught - Phase 1: --Apocalypse Lives!","Action | Adventure | Super-Heroes",,335A,335,English,"Marvel Comics","Jun 05, 1996",1996,"Uncanny X-Men, Vol. 1",X-Men,,,"Phase 1: --Apocalypse Lives!",A,1.95,,,,,,,No,,,,,,,"Jun 15, 2024","$ 1.00","Allstar comics",2024,Raw,,,,,75960602461233511,"Aug 1996",1996,Comic,40,"Direct Edition"
Modern,94828,8106,USA,Onslaught,"Onslaught - Phase 2: A Voice As Deep As Thunder","Action | Adventure | Super-Heroes",,336A,336,English,"Marvel Comics","Jul 03, 1996",1996,"Uncanny X-Men, Vol. 1",X-Men,,,"Phase 2: A Voice As Deep As Thunder",A,1.95,,,,,,,No,,,,,,,"Jun 15, 2024","$ 1.00","Allstar comics",2024,Raw,,,,,75960602461233611,"Sep 1996",1996,Comic,40,"Direct Edition"
Modern,94857,8106,USA,,"Casualities of War","Action | Adventure | Super-Heroes",,344A,344,English,"Marvel Comics","Mar 12, 1997",1997,"Uncanny X-Men, Vol. 1",X-Men,,,"Casualities of War",A,1.95,,,,,,,No,,,,,,,"Jun 15, 2024","$ 1.00","Allstar comics",2024,Raw,,,,,75960602461234411,"May 1997",1997,Comic,40,"Direct Edition"
Modern,94863,8106,USA,,"Hours and Minutes","Action | Adventure | Super-Heroes",,351A,351,English,"Marvel Comics","Nov 19, 1997",1997,"Uncanny X-Men, Vol. 1",X-Men,,,"Hours and Minutes",A,1.99,,,,,,,Minor,"Story event","Cecilia Reyes joins the X-Men",,,,,"Jun 15, 2024","$ 1.00","Allstar comics",2024,Raw,,,,,75960602461235111,"Jan 1998",1998,Comic,32,"Direct Edition"
Modern,75975,8878,USA,,"Germ Free Generation, Part 2","Action | Adventure | Super-Heroes",,119A,119,English,"Marvel Comics","Nov 28, 2001",2001,"X-Men, Vol. 1",X-Men,"Germ Free Generation",,"Part 2",A,2.25,,,,,,,No,,,,,,,"Jun 15, 2024","$ 1.00","Allstar comics",2024,Raw,,,,,75960601772011911,"Dec 2001",2001,Comic,32,"Frank Quitely Regular"
Modern,75987,8878,USA,,"Some Angels Falling","Action | Adventure | Super-Heroes",,131A,131,English,"Marvel Comics","Sep 04, 2002",2002,"X-Men, Vol. 1",X-Men,,,"Some Angels Falling",A,2.25,,,,,,,No,,,,,,,"Jun 15, 2024","$ 1.00","Allstar comics",2024,Raw,,,,,75960601772013111,"Oct 2002",2002,Comic,32,"Ethan Van Sciver Regular"
Modern,804491,8880,USA,,"Should Old Acquaintance Be Forgot...",Adventure,,2B,2,English,"Marvel Comics","Jun 1998",1998,"X-Men / Alpha Flight, Vol. 2",,,,"Should Old Acquaintance Be Forgot...",B,2.99,,,,,,,No,,,,,,,"Jun 15, 2024","$ 1.00","Allstar comics",2024,Raw,,,,,07447003505302,"Jun 1998",1998,Comic,0,"Newsstand Edition"
Modern,104221,8909,USA,,"Day of Wrath Part 2","Adventure | Super-Heroes",,2,2,English,"Marvel Comics","Aug 28, 1996",1996,"X-Men vs. The Brood",X-Men,,,"Day of Wrath Part 2",,2.95,,,,,,,No,,,,,,,"Jun 15, 2024","$ 1.00","Allstar comics",2024,Raw,,,,,75960603621900211,"Oct 1996",1996,Comic,48,
Modern,693396,8862,USA,,"Dark Homecoming","Action | Adventure | Super-Heroes",,89A,89,English,"Marvel Comics","Feb 16, 1993",1993,"X-Factor, Vol. 1",X-Factor,,,"Dark Homecoming",A,1.25,,,,,,,No,,,,,,,"Jun 15, 2024","$ 1.00","Allstar comics",2024,Raw,,,,,75960602145108911,"Apr 1993",1993,Comic,32,"Direct Edition"
Modern,94661,8106,USA,,Relativity,"Action | Adventure | Super-Heroes",,340A,340,English,"Marvel Comics","Nov 06, 1996",1996,"Uncanny X-Men, Vol. 1",X-Men,,,Relativity,A,1.95,,,,,,,No,,,,,,,"Jun 15, 2024","$ 1.00","Allstar comics",2024,Raw,,,,,75960602461234011,"Jan 1997",1997,Comic,40,"Direct Edition"
Modern,94829,8106,USA,,"Fight And Flight!","Action | Adventure | Super-Heroes",,339A,339,English,"Marvel Comics","Oct 02, 1996",1996,"Uncanny X-Men, Vol. 1",X-Men,,,"Fight And Flight!",A,1.95,,,,,,,No,,,,,,,"Jun 15, 2024","$ 1.00","Allstar comics",2024,Raw,,,,,75960602461233911,"Dec 1996",1996,Comic,40,"Direct Edition"
Modern,987869,6435,USA,,"Truth or Death",Adventure,,1B,1,English,"Marvel Comics","Nov 1997",1997,"New Mutants: Truth or Death","New Mutants",,,"Truth or Death",B,2.50,,,,,,,No,,,,,,,"Jun 15, 2024","$ 1.00","Allstar comics",2024,Raw,,,,,0928101898801,"Nov 1997",1997,Comic,0,"Newsstand Edition"
Modern,103508,8862,USA,,Underpinnings,"Action | Adventure | Super-Heroes",,91B,91,English,"Marvel Comics","Jun 1993",1993,"X-Factor, Vol. 1",X-Factor,,,Underpinnings,B,1.25,,,,,,,No,,,,,,,"Jun 03, 2024","$ 1.13",Dz,2024,Raw,,,,,07148602145206,"Jun 1993",1993,Comic,32,"Newsstand Edition"
Modern,103507,8862,USA,,"A Green and Tender Place","Action | Adventure | Super-Heroes",,90A,90,English,"Marvel Comics","Mar 16, 1993",1993,"X-Factor, Vol. 1",X-Factor,,,"A Green and Tender Place",A,1.25,,,,,,,No,,,,,,,"Jun 03, 2024","$ 1.13",Dz,2024,Raw,,,,,75960602145109011,"May 1993",1993,Comic,32,"Direct Edition"
Modern,103505,8862,USA,,"...Random Violence","Action | Adventure | Super-Heroes",,88A,88,English,"Marvel Comics","Jan 19, 1993",1993,"X-Factor, Vol. 1",X-Factor,,,"...Random Violence",A,1.25,,,,,,,Minor,"1st appearance","1st app. Random",,,,,"Jun 03, 2024","$ 1.99",Dz,2024,Raw,,,,,75960602145108811,"Mar 1993",1993,Comic,32,"Direct Edition"
Modern,673462,8870,USA,,"Cry Uncle!","Action | Adventure | Super-Heroes",,31A,31,English,"Marvel Comics","Dec 28, 1993",1993,"X-Force, Vol. 1",X-Force,,,"Cry Uncle!",A,1.25,,,,,,,No,,,,,,,"Jun 03, 2024","$ 1.99",Dz,2024,Raw,,,,,75960601766903111,"Feb 1994",1994,Comic,32,"Direct Edition"
Modern,25806,2174,USA,,"Family Reunion, Part 2: Relative Strangers","Action | Adventure | Super-Heroes",,2A,2,English,"Marvel Comics","Oct 31, 1994",1994,"The Clandestine, Vol. 1",,"Family Reunion",,"Part 2: Relative Strangers",A,2.50,,,,,,,Minor,"1st full appearance","1st full app. Adam Destine",,,,,"Jun 01, 2024","$ 0.50","Antique heaven",2024,Raw,,,,,75960601366100211,"Nov 1994",1994,Comic,32,"Direct Edition"
Modern,222539,26704,USA,,Closure,"Action | Adventure | Super-Heroes",,6,6,English,"Marvel Comics","Sep 02, 2009",2009,"Exiles, Vol. 2",,,,Closure,,3.99,,,,,,,No,,,,,,,"Jun 01, 2024","$ 1.00","Antique heaven",2024,Raw,,,,,75960606635300611,"Nov 2009",2009,Comic,48,
Modern,9401,831,USA,,,"Action | Adventure | Super-Heroes",,7,7,English,"Valiant Entertainment","Feb 1993",1993,"Archer & Armstrong, Vol. 1",,,,,,2.50,,,,,,,No,,,,,,,"Jun 01, 2024","$ 1.00","Antique heaven",2024,Raw,,,,,,"Feb 1993",1993,Comic,32,
Modern,1016713,9627,USA,,,"Action | Adventure | Horror | Super-Heroes","Todd McFarlane Productions",350B,350,English,"Image Comics","Feb 21, 2024",2024,Spawn,Spawn,,,,B,4.99,,,,,,,Minor,"Death | Story event","Death of Sinn (Cogliostro), Nyx becomes the Queen of Hell",,,,,"Jun 01, 2024","$ 1.00","Wizards asylum",2024,Raw,,,,,70985300214735021,"Feb 2024",2024,Comic,32,"Todd McFarlane Variant"
Modern,47174,3945,USA,,"The Beginning Of A Beautiful Friendship","Adventure | Super-Heroes",,-1A,-1,English,"Marvel Comics","Jul 01, 1997",1997,"Generation X, Vol. 1","Generation X",,,"The Beginning Of A Beautiful Friendship",A,1.95,,,,,,,No,,,,,,,"Jun 01, 2024","$ 1.00","Wizards asylum",2024,Raw,,,,,75960602678499911,"Jul 1997",1997,Comic,0,"Direct Edition"
Modern,94442,8105,USA,,"Trust is a Two-Edged Sword","Action | Adventure | Super-Heroes",,18A,18,English,"Marvel Comics","Apr 12, 1994",1994,"The Uncanny X-Men, Vol. 1 Annual",X-Men,,,"Trust is a Two-Edged Sword",A,2.95,,,,,,,No,,,,,,,"Jun 01, 2024","$ 1.00","Wizards asylum",2024,Raw,,,,,75960602938901811,"Jun 1994",1994,Comic,64,"Direct Edition"
Modern,103536,8862,USA,,"The Best Offense","Action | Adventure | Super-Heroes",,119A,119,English,"Marvel Comics","Dec 14, 1995",1995,"X-Factor, Vol. 1",X-Factor,,,"The Best Offense",A,1.95,,,,,,,No,,,,,,,"Jun 01, 2024","$ 1.00","Wizards asylum",2024,Raw,,,,,75960602145111911,"Feb 1996",1996,Comic,32,"Direct Deluxe Edition"
Modern,103535,8862,USA,,"Havok's Fall","Action | Adventure | Super-Heroes",,118A,118,English,"Marvel Comics","Nov 16, 1995",1995,"X-Factor, Vol. 1",X-Factor,,,"Havok's Fall",A,1.95,,,,,,,No,,,,,,,"Jun 01, 2024","$ 1.00","Wizards asylum",2024,Raw,,,,,75960602145111811,"Jan 1996",1996,Comic,32,"Direct Deluxe Edition"
Modern,103519,8862,USA,,"The Polaris Plot!","Action | Adventure | Super-Heroes",,102A,102,English,"Marvel Comics","Mar 08, 1994",1994,"X-Factor, Vol. 1",X-Factor,,,"The Polaris Plot!",A,1.50,,,,,,,No,,,,,,,"Jun 01, 2024","$ 1.00","Wizards asylum",2024,Raw,,,,,75960602145110211,"May 1994",1994,Comic,32,"Direct Edition"
Modern,216890,27736,USA,,"Love--And Loss!, Part 3: The Cruelest Cut","Action | Adventure | Super-Heroes",,3A,3,English,"Marvel Comics","Jul 08, 2009",2009,"X-Men Forever, Vol. 2",X-Men,"Love--And Loss!",,"Part 3: The Cruelest Cut",A,3.99,,,,,,,No,,,,,,,"Jun 01, 2024","$ 1.00","Wizards asylum",2024,Raw,,,,,75960606638400311,"Sep 2009",2009,Comic,32,
Modern,104277,8926,USA,,"Chapter Six: Tomorrow Begins Today","Action | Adventure | Super-Heroes",,6,6,English,"Marvel Comics","May 02, 2001",2001,"X-Men Forever, Vol. 1",X-Men,,,"Chapter Six: Tomorrow Begins Today",,3.50,,,,,,,No,,,,,,,"Jun 01, 2024","$ 1.00","Wizards asylum",2024,Raw,,,,,75960605058100611,"Jun 2001",2001,Comic,0,
Modern,74263,6325,"United Kingdom",,"Ignorant Armies","Adventure | Super-Heroes","Marvel UK",2,2,English,"Marvel Comics","Feb 23, 1993",1993,"Mys-Tech Wars",,,,"Ignorant Armies",,1.75,,,,,,,No,,,,,,,"Jun 01, 2024","$ 1.00","Wizards asylum",2024,Raw,,,,,,"Apr 1993",1993,Comic,32,"Wraparound Cover"
Modern,9424,831,USA,Unity,"Unity - Part 3: Up Against The Wall, Mother","Action | Adventure | Super-Heroes",,1,1,English,"Valiant Entertainment","Aug 1992",1992,"Archer & Armstrong, Vol. 1",,,,"Part 3: Up Against The Wall, Mother",,2.50,,,,,,,Minor,Origin,"Origin of Archer",,,,,"Jun 01, 2024","$ 1.00","Wizards asylum",2024,Raw,,,,,,"Aug 1992",1992,Comic,32,
Modern,9420,831,USA,"The Root of The Problem","The Root of The Problem - Part 1: Or What I did to Infuriate The Sect","Action | Adventure | Super-Heroes",,25,25,English,"Valiant Entertainment","Sep 1994",1994,"Archer & Armstrong, Vol. 1",,,,"Part 1: Or What I did to Infuriate The Sect",,2.50,,,,,,,No,,,,,,,"Jun 01, 2024","$ 1.00","Wizards asylum",2024,Raw,,,,,,"Sep 1994",1994,Comic,32,
Modern,9408,831,USA,,Alligator,"Action | Adventure | Super-Heroes",,17,17,English,"Valiant Entertainment","Sep 22, 1993",1993,"Archer & Armstrong, Vol. 1",,,,Alligator,,2.50,,,,,,,No,,,,,,,"Jun 01, 2024","$ 1.00","Antique heaven",2024,Raw,,,,,,"Dec 1993",1993,Comic,32,
Modern,9411,831,USA,,"Bad Karma, pt 1","Action | Adventure | Super-Heroes",,23,23,English,"Valiant Entertainment","Jun 1994",1994,"Archer & Armstrong, Vol. 1",,"Bad Karma",,"pt 1",,2.50,,,,,,,No,,,,,,,"Jun 01, 2024","$ 1.00","Antique heaven",2024,Raw,,,,,,"Jun 1994",1994,Comic,32,
Modern,9412,831,USA,,"Bad Karma, pt 2","Action | Adventure | Super-Heroes",,24,24,English,"Valiant Entertainment","Aug 1994",1994,"Archer & Armstrong, Vol. 1",,"Bad Karma",,"pt 2",,2.50,,,,,,,No,,,,,,,"Jun 01, 2024","$ 1.00","Antique heaven",2024,Raw,,,,,,"Aug 1994",1994,Comic,32,
Modern,39750,3486,USA,,"A World Apart, Part 2","Action | Adventure | Super-Heroes","Marvel Comics",9A,9,English,"Marvel Comics","Feb 06, 2002",2002,"Exiles, Vol. 1",Exiles,"A World Apart",,"Part 2",A,2.25,,,,,,,No,,,,,,,"Jun 15, 2024","$ 1.00","Allstar comics",2024,Raw,,,,,75960605108300911,"Apr 2002",2002,Comic,32,"Direct Edition"
